"MasterKey","File","Event","TYPE","R.ID","R.range","Dur.r","S.ID","S.range","Dur.s","S.DetScr","S.DetDec","ISec.range","Dur.ISec","Beg.r-Beg.s","End.r-End.s"
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000071205 | MAX: 000000071205 | KeySeparator: 000000000000","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","389","71205:71205","1","0.231000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000111335 | MAX: 000000111335 | KeySeparator: 000000002076","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","570","111335:111335","1","0.455000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000146445 | MAX: 000000146485 | KeySeparator: 000000002077","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","718","146445:146485","41","0.632000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000166195 | MAX: 000000166195 | KeySeparator: 000000002078","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","846","166195:166195","1","0.340000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000085445 | MAX: 000000085445 | KeySeparator: 000000002079","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","420","85445:85445","1","0.262000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000040385 | MAX: 000000040615 | KeySeparator: 000000002080","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","116","40385:40615","231","0.370130","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000152815 | MAX: 000000152815 | KeySeparator: 000000002081","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","779","152815:152815","1","0.662000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000107645 | MAX: 000000107675 | KeySeparator: 000000002082","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","529","107645:107675","31","0.333000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000063375 | MAX: 000000063405 | KeySeparator: 000000002083","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","262","63375:63405","31","0.294500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000165135 | MAX: 000000165135 | KeySeparator: 000000002084","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","837","165135:165135","1","0.130000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000085555 | MAX: 000000085685 | KeySeparator: 000000002085","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","422","85555:85685","131","0.670000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000125765 | MAX: 000000125875 | KeySeparator: 000000002086","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","619","125765:125875","111","0.826833","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000059225 | MAX: 000000059225 | KeySeparator: 000000002087","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","235","59225:59225","1","0.143000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000161865 | MAX: 000000161885 | KeySeparator: 000000002088","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","818","161865:161885","21","0.262667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000030085 | MAX: 000000030125 | KeySeparator: 000000002089","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","61","30085:30125","41","0.145667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000047745 | MAX: 000000047765 | KeySeparator: 000000002090","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","170","47745:47765","21","0.169667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000152275 | MAX: 000000152285 | KeySeparator: 000000002091","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","772","152275:152285","11","0.122000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000090245 | MAX: 000000090245 | KeySeparator: 000000002092","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","457","90245:90245","1","0.101000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000141105 | MAX: 000000141105 | KeySeparator: 000000002093","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","682","141105:141105","1","0.548000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000116795 | MAX: 000000116805 | KeySeparator: 000000002094","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","594","116795:116805","11","0.352500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000104905 | MAX: 000000106275 | KeySeparator: 000000002095","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","523","104905:106275","1371","0.666176","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000070725 | MAX: 000000070735 | KeySeparator: 000000002096","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","330","70725:70735","11","0.243000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000101565 | MAX: 000000101565 | KeySeparator: 000000002097","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","503","101565:101565","1","0.668000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000046805 | MAX: 000000046835 | KeySeparator: 000000002098","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","162","46805:46835","31","0.185000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000160965 | MAX: 000000160995 | KeySeparator: 000000002099","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","814","160965:160995","31","0.164333","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000066765 | MAX: 000000066765 | KeySeparator: 000000002100","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","292","66765:66765","1","0.136000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000163025 | MAX: 000000163025 | KeySeparator: 000000002101","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","823","163025:163025","1","0.723000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000164645 | MAX: 000000164675 | KeySeparator: 000000002102","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","831","164645:164675","31","0.396333","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000057035 | MAX: 000000057035 | KeySeparator: 000000002103","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","210","57035:57035","1","0.373000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000100005 | MAX: 000000100005 | KeySeparator: 000000002104","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","493","100005:100005","1","0.899000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000123005 | MAX: 000000123115 | KeySeparator: 000000002105","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","609","123005:123115","111","0.385417","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000140055 | MAX: 000000140075 | KeySeparator: 000000002106","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","676","140055:140075","21","0.278000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000110375 | MAX: 000000110405 | KeySeparator: 000000002107","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","561","110375:110405","31","0.151667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000097345 | MAX: 000000097345 | KeySeparator: 000000002108","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","484","97345:97345","1","0.147000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000130775 | MAX: 000000130775 | KeySeparator: 000000002109","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","636","130775:130775","1","0.635000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000043825 | MAX: 000000043845 | KeySeparator: 000000002110","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","136","43825:43845","21","0.198500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000134395 | MAX: 000000134395 | KeySeparator: 000000002111","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","643","134395:134395","1","0.180000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000046885 | MAX: 000000046895 | KeySeparator: 000000002112","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","163","46885:46895","11","0.163500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000083825 | MAX: 000000083825 | KeySeparator: 000000002113","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","400","83825:83825","1","0.271000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000083575 | MAX: 000000083575 | KeySeparator: 000000002114","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","397","83575:83575","1","0.104000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000159485 | MAX: 000000159485 | KeySeparator: 000000002115","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","806","159485:159485","1","0.250000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000044385 | MAX: 000000044435 | KeySeparator: 000000002116","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","141","44385:44435","51","0.225667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000142385 | MAX: 000000142405 | KeySeparator: 000000002117","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","689","142385:142405","21","0.280667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000144795 | MAX: 000000144795 | KeySeparator: 000000002118","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","710","144795:144795","1","0.137000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000046165 | MAX: 000000046275 | KeySeparator: 000000002119","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","157","46165:46275","111","0.372333","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000045845 | MAX: 000000045845 | KeySeparator: 000000002120","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","155","45845:45845","1","0.317000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000111585 | MAX: 000000111585 | KeySeparator: 000000002121","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","574","111585:111585","1","0.106000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000123935 | MAX: 000000123935 | KeySeparator: 000000002122","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","613","123935:123935","1","0.124000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000130175 | MAX: 000000130175 | KeySeparator: 000000002123","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","633","130175:130175","1","0.135000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000147275 | MAX: 000000147385 | KeySeparator: 000000002124","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","725","147275:147385","111","0.178800","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000165605 | MAX: 000000165605 | KeySeparator: 000000002125","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","843","165605:165605","1","0.102000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000152585 | MAX: 000000152635 | KeySeparator: 000000002126","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","778","152585:152635","51","0.156400","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000176255 | MAX: 000000176255 | KeySeparator: 000000002127","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","883","176255:176255","1","0.170000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000136675 | MAX: 000000136755 | KeySeparator: 000000002128","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","653","136675:136755","81","0.360625","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000151055 | MAX: 000000151055 | KeySeparator: 000000002129","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","762","151055:151055","1","0.104000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000079625 | MAX: 000000079625 | KeySeparator: 000000002130","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","373","79625:79625","1","0.218000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000084965 | MAX: 000000084965 | KeySeparator: 000000002131","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","412","84965:84965","1","0.113000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000156555 | MAX: 000000156645 | KeySeparator: 000000002132","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","788","156555:156645","91","0.325625","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000109535 | MAX: 000000109585 | KeySeparator: 000000002133","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","551","109535:109585","51","0.231200","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000087325 | MAX: 000000087325 | KeySeparator: 000000002134","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","434","87325:87325","1","0.165000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000001045 | MAX: 000000001045 | KeySeparator: 000000002135","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","4","1045:1045","1","0.960000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000032715 | MAX: 000000032765 | KeySeparator: 000000002136","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","69","32715:32765","51","0.204000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000104765 | MAX: 000000104815 | KeySeparator: 000000002137","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","522","104765:104815","51","0.437200","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000129205 | MAX: 000000129205 | KeySeparator: 000000002138","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","631","129205:129205","1","0.183000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000014805 | MAX: 000000014865 | KeySeparator: 000000002139","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","31","14805:14865","61","0.479400","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000085065 | MAX: 000000085065 | KeySeparator: 000000002140","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","414","85065:85065","1","0.216000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000176015 | MAX: 000000176045 | KeySeparator: 000000002141","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","879","176015:176045","31","0.467667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000165335 | MAX: 000000165395 | KeySeparator: 000000002142","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","839","165335:165395","61","0.262857","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000016225 | MAX: 000000016355 | KeySeparator: 000000002143","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","38","16225:16355","131","0.189385","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000041975 | MAX: 000000042035 | KeySeparator: 000000002144","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","125","41975:42035","61","0.623857","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000085515 | MAX: 000000085525 | KeySeparator: 000000002145","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","421","85515:85525","11","0.222500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000173215 | MAX: 000000173245 | KeySeparator: 000000002146","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","876","173215:173245","31","0.242000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000148435 | MAX: 000000148505 | KeySeparator: 000000002147","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","739","148435:148505","71","0.238286","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000139225 | MAX: 000000139225 | KeySeparator: 000000002148","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","669","139225:139225","1","0.272000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000068305 | MAX: 000000068375 | KeySeparator: 000000002149","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","305","68305:68375","71","0.136333","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000170835 | MAX: 000000170835 | KeySeparator: 000000002150","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","861","170835:170835","1","0.285000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000077745 | MAX: 000000077745 | KeySeparator: 000000002151","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","364","77745:77745","1","0.189000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000077905 | MAX: 000000077935 | KeySeparator: 000000002152","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","366","77905:77935","31","0.543667","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000087875 | MAX: 000000087875 | KeySeparator: 000000002153","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","439","87875:87875","1","0.167000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000056975 | MAX: 000000056975 | KeySeparator: 000000002154","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","209","56975:56975","1","0.142000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000053405 | MAX: 000000053405 | KeySeparator: 000000002155","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","188","53405:53405","1","0.179000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000138395 | MAX: 000000138395 | KeySeparator: 000000002156","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","662","138395:138395","1","0.252000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000069435 | MAX: 000000069435 | KeySeparator: 000000002157","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","318","69435:69435","1","0.236000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000152545 | MAX: 000000152545 | KeySeparator: 000000002158","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","777","152545:152545","1","0.259000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000138105 | MAX: 000000138115 | KeySeparator: 000000002159","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","661","138105:138115","11","0.192500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000053895 | MAX: 000000053895 | KeySeparator: 000000002160","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","191","53895:53895","1","0.113000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000004055 | MAX: 000000004065 | KeySeparator: 000000002161","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","19","4055:4065","11","0.303500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000123795 | MAX: 000000123795 | KeySeparator: 000000002162","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","612","123795:123795","1","0.207000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000077775 | MAX: 000000077775 | KeySeparator: 000000002163","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","365","77775:77775","1","0.140000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000151195 | MAX: 000000151215 | KeySeparator: 000000002164","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","764","151195:151215","21","0.240667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000064635 | MAX: 000000064635 | KeySeparator: 000000002165","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","270","64635:64635","1","0.112000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000027025 | MAX: 000000027145 | KeySeparator: 000000002166","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","58","27025:27145","121","0.254846","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000177905 | MAX: 000000177995 | KeySeparator: 000000002167","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","889","177905:177995","91","0.251500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000144135 | MAX: 000000144215 | KeySeparator: 000000002168","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","704","144135:144215","81","0.218750","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000178385 | MAX: 000000178395 | KeySeparator: 000000002169","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","892","178385:178395","11","0.106000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000086665 | MAX: 000000086715 | KeySeparator: 000000002170","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","429","86665:86715","51","0.327833","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000072335 | MAX: 000000072355 | KeySeparator: 000000002171","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","345","72335:72355","21","0.189333","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000137475 | MAX: 000000137475 | KeySeparator: 000000002172","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","658","137475:137475","1","0.190000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000037045 | MAX: 000000037055 | KeySeparator: 000000002173","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","96","37045:37055","11","0.126500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000094425 | MAX: 000000094425 | KeySeparator: 000000002174","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","474","94425:94425","1","0.124000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000081975 | MAX: 000000081975 | KeySeparator: 000000002175","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","385","81975:81975","1","0.299000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000032905 | MAX: 000000032935 | KeySeparator: 000000002176","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","71","32905:32935","31","0.196750","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000039925 | MAX: 000000040345 | KeySeparator: 000000002177","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","115","39925:40345","421","0.229595","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000150495 | MAX: 000000150535 | KeySeparator: 000000002178","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","756","150495:150535","41","0.251400","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000094975 | MAX: 000000094975 | KeySeparator: 000000002179","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","476","94975:94975","1","0.113000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Pointing | MIN: 000000150265 | MAX: 000000150435 | KeySeparator: 000000002180","LGW_20071123_E1_CAM1.mpeg","Pointing","Unmapped_Sys","","","","755","150265:150435","171","0.237267","NO","","","",""
